Formula,No. of Elements,Discovery Process,Space Group,Point Group,Crystal System,Band Gap,Is Gap Direct?,a,b,c
ScP2,2,bottom-up,C222,222,orthorhombic,0.0,False,2.85090851,3.224284885933281,24.904261
CaN,2,bottom-up,Pmm2,mm2,orthorhombic,0.0,False,3.35203545,3.54212081,27.11141
SiP2,2,bottom-up,P-42_1m,-42m,tetragonal,1.9101999999999997,False,4.8504049,4.8504049,21.526957
ZnSe,2,bottom-up,P3m1,3m,trigonal,1.8295,True,4.09214168,4.0921414628310275,20.16693
BaN,2,bottom-up,Pmm2,mm2,orthorhombic,0.0,False,3.88810635,3.88190588,27.11141
NdC5,2,bottom-up,Pmmm,mmm,orthorhombic,0.0,False,3.17113064,4.98514872,23.414028
SnS,2,bottom-up,Pmna,mmm,orthorhombic,0.12359999999999971,True,4.88031475,7.45356291,24.071701
KN3,2,bottom-up,P2/m,2/m,monoclinic,0.3625999999999998,False,5.53036874570246,7.000313881361167,20.0
SiTe,2,bottom-up,Pmna,mmm,orthorhombic,0.09489999999999998,True,4.0780957,7.62725786,24.071701
TbSi5,2,bottom-up,Pmmm,mmm,orthorhombic,0.0,False,3.31691877,6.28635987,23.326436
P2Pd,2,bottom-up,P31m,3m,trigonal,0.00649999999999995,False,6.17544728,6.172557861769099,23.849595
SmSn5,2,bottom-up,Pmmm,mmm,orthorhombic,0.0,False,4.13268851,6.88625309,23.377978
BaCe,2,bottom-up,Pmmn,mmm,orthorhombic,0.0,False,3.52694563,4.22923999,25.269087
Tl3Os2,2,bottom-up,P4/mmm,4/mmm,tetragonal,0.0,False,3.34349632,3.34349632,25.544133
NaBi3,2,bottom-up,P2/m,2/m,monoclinic,0.0,False,6.438898610039315,8.734271031855394,20.0
RbSn2,2,bottom-up,P4mm,4mm,tetragonal,0.0,False,3.17206675,3.17206675,24.320905
Ba3Si,2,bottom-up,P4mm,4mm,tetragonal,0.11870000000000003,False,5.11286977,5.11608419,22.353476
U2Te,2,bottom-up,P2/c,2/m,monoclinic,0.0,False,6.873278420154171,7.219207101175456,20.206464
AsS,2,bottom-up,P4/nmm,4/mmm,tetragonal,0.0,False,4.7745211,4.7745211,21.297207
YbF3,2,bottom-up,Pmmn,mmm,orthorhombic,0.0,False,3.41306462,6.41970729,23.788895
YC5,2,bottom-up,Pmmm,mmm,orthorhombic,0.0,False,3.05369869,4.80058715,23.460598
CdP,2,bottom-up,P-6m2,-6m2,hexagonal,0.0,False,4.353438043140663,4.353438136606648,20.274504
BeSi2,2,bottom-up,C2/m,2/m,monoclinic,0.0,False,2.425635,5.3461973917452665,23.148083
TbN2,2,bottom-up,C222,222,orthorhombic,0.0,False,3.66464381,3.8714820161099746,24.923409
OsSe,2,bottom-up,Cmme,mmm,orthorhombic,0.0,False,3.6014983185803553,3.6014985386799543,23.66238
