Formula,No. of Elements,Discovery Process,Space Group,Point Group,Crystal System,Band Gap,Is Gap Direct?,a,b,c
Nb2S3,2,bottom-up,P2_1/m,2/m,monoclinic,0.0,False,3.3590994111454173,9.613421418520767,24.164224553885223
ReF3,2,bottom-up,P-3m1,-3m,trigonal,1.2675,False,9.088465,9.088464755148145,26.856058
VTe,2,bottom-up,P4/nmm,4/mmm,tetragonal,0.0,False,3.6832,3.6832,23.448734
BiF3,2,bottom-up,Pmn2_1,mm2,orthorhombic,5.1962,True,4.79240885,6.07645156,23.123083
AlF3,2,bottom-up,Pmc2_1,mm2,orthorhombic,6.607900000000001,False,4.373476,4.831888,22.61305
BF,2,bottom-up,P4mm,4mm,tetragonal,2.8942,False,3.83964,3.83964,22.485034
As2S3,2,bottom-up,P2_1/m,2/m,monoclinic,0.9712000000000001,False,3.60038526,9.238294941884437,26.221610456003877
Nb2Te3,2,bottom-up,P2_1/m,2/m,monoclinic,0.0,False,3.59765,10.390769698663568,23.99743819433833
VI5,2,bottom-up,P-1,-1,triclinic,0.24049999999999994,False,7.130507283425147,7.236413650112723,30.548853944763916
Ga2Te5,2,bottom-up,P1,1,triclinic,0.8572,False,4.1996915960220225,8.318217091180717,24.09956743674284
InF,2,bottom-up,P4mm,4mm,tetragonal,1.1425,False,3.91395705,3.91395705,22.485034
IrPb4,2,bottom-up,P4/nbm,4/mmm,tetragonal,0.0,False,6.703957,6.703957,22.924308
AgBr,2,bottom-up,P-6m2,-6m2,hexagonal,1.7542999999999997,True,4.539527240000001,4.539527236015213,20.0
BiCl4,2,bottom-up,Cmmm,mmm,orthorhombic,0.0,False,6.018592895881972,6.880643880698952,22.462336204794262
ZrBr2,2,bottom-up,P2_1/m,2/m,monoclinic,0.5758000000000001,False,3.49561962,6.473660444802247,24.42748154396587
CdI2,2,bottom-up,P-4m2,-42m,tetragonal,2.6978999999999997,True,8.811566,8.811566,26.75385
Ta2Se3,2,bottom-up,C2/m,2/m,monoclinic,0.09289999999999976,False,3.349721176145498,10.135744129622534,24.972950142635668
Tl3Ir,2,bottom-up,P-6m2,-6m2,hexagonal,0.0,False,4.60981107,4.609810627997985,25.130912
Tl2Te,2,bottom-up,P3,3,trigonal,1.2475,False,13.522098200000118,13.522098327490113,23.381968
NbCl4,2,bottom-up,P4/mmm,4/mmm,tetragonal,0.0,False,4.924822,4.924822,23.812503
TaCl5,2,bottom-up,P1,1,triclinic,2.5359999999999996,False,6.58484893573558,9.294894076788719,25.638936869694188
In2Te5,2,bottom-up,C2/m,2/m,monoclinic,1.2663,False,4.35095,8.622010669819193,24.107588011564097
GaF,2,bottom-up,P4mm,4mm,tetragonal,2.2382999999999997,False,3.91215883,3.91215883,22.485034
CrF4,2,bottom-up,P1,1,triclinic,1.8209999999999988,True,4.743772265858681,4.956798722468868,22.737825829009797
Tc2F7,2,bottom-up,P2_1,2,monoclinic,0.0,False,5.1733275,7.61474804098739,31.32683916600987
P2Pd,2,bottom-up,P4/mmm,4/mmm,tetragonal,0.0,False,2.7619471,2.7619471,23.530469
Ag2Te,2,bottom-up,P2_1,2,monoclinic,1.4891999999999999,True,5.79025706,5.789437845990267,22.549895380383546
Sc7F10,2,bottom-up,C2/m,2/m,monoclinic,0.0,False,3.244086063946115,13.849437996745786,26.845222609130925
Al3Co,2,bottom-up,P-6m2,-6m2,hexagonal,0.0,False,3.921921,3.921921061522019,25.130912
Re3F8,2,bottom-up,P1,1,triclinic,0.43610000000000015,False,5.697691062537965,5.654073785489362,22.386756677172556
YI2,2,bottom-up,P4/mmm,4/mmm,tetragonal,0.0,False,3.778864,3.778864,23.801584
ScSi3,2,bottom-up,P6/mmm,6/mmm,hexagonal,0.0,False,5.203064980000001,5.203065174449482,20.0
Y2F3,2,bottom-up,C2/m,2/m,monoclinic,0.9618000000000001,False,3.56631428,8.478147708987818,25.496824731317467
TePb,2,bottom-up,P3m1,3m,trigonal,1.6201999999999999,True,4.27878157,4.278785226777364,21.52928781537426
GeF4,2,bottom-up,P4/mmm,4/mmm,tetragonal,4.2531,False,3.822188095136083,3.822172,23.818262015060064
Sc7I10,2,bottom-up,P-1,-1,triclinic,0.0,False,3.8899645539543157,17.07263948682564,26.840038434558792
HgCl2,2,bottom-up,P-4m2,-42m,tetragonal,2.4475999999999996,True,7.885794,7.885794,26.75385
PtSe,2,bottom-up,P3m1,3m,trigonal,0.0,False,3.831899,3.831897988992139,21.231711
TaBr5,2,bottom-up,P1,1,triclinic,0.41290000000000004,False,7.491043610465635,7.366652800112817,25.16780434035478
TePd,2,bottom-up,P3m1,3m,trigonal,0.0,False,3.93261766,3.9326171257218214,21.231711
Sc5Br8,2,bottom-up,P2/m,2/m,monoclinic,0.0,False,3.67041245,13.89565313016272,25.194166427969535
GaSe,2,bottom-up,P-1,-1,triclinic,1.8295,False,3.7965178033843956,11.353746783017304,25.599550331093027
ZrCl2,2,bottom-up,P2_1/m,2/m,monoclinic,0.6154000000000002,True,3.334307,6.202406163661487,24.424386905669547
CuSe,2,bottom-up,P-1,-1,triclinic,0.0,False,3.6181726374138097,6.043697299163815,25.31542291192557
In4Te3,2,bottom-up,Pmn2_1,mm2,orthorhombic,0.9454999999999998,False,4.35456108,12.76219968,30.194773
YS3,2,bottom-up,P4/nmm,4/mmm,tetragonal,0.0,False,3.69887465,3.69874408,29.216602
TeAu,2,bottom-up,P-1,-1,triclinic,0.0,False,4.097717852872395,6.77012504379976,25.301716286606165
SbBr3,2,bottom-up,P2_1/c,2/m,monoclinic,2.6705,False,8.227581418675115,9.997345,24.86906988126641
Fe4Se5,2,bottom-up,P2/c,2/m,monoclinic,0.2705000000000002,False,8.256228117860326,8.228787271603075,22.534940512903557
Tl2Te5,2,bottom-up,C2/m,2/m,monoclinic,0.4666999999999999,False,4.41614505,8.55078580586925,24.10561366429424
NbBr4,2,bottom-up,P4/mmm,4/mmm,tetragonal,0.0,False,5.231293,5.231293,23.812503
MgI2,2,bottom-up,P-4m2,-42m,tetragonal,3.5367999999999995,False,4.32620357,4.32620357,22.656191
HgCl2,2,bottom-up,P-4m2,-42m,tetragonal,2.4503000000000004,True,3.93015957,3.93015957,23.537958
TlBr,2,bottom-up,P4mm,4mm,tetragonal,1.8209,True,4.62854518,4.62854518,22.485034
TeBr,2,bottom-up,P-1,-1,triclinic,0.7761999999999998,True,7.888224381999195,9.39380596736872,25.161319682360322
YBr2,2,bottom-up,P-6m2,-6m2,hexagonal,0.3369,False,3.8505091800000004,3.850509475206794,23.825805
GaSe,2,bottom-up,C2/m,2/m,monoclinic,1.6545,False,3.802963323623495,5.302963743950321,23.43835788524276
Al4Se3,2,bottom-up,Pmn2_1,mm2,orthorhombic,0.8717000000000001,False,3.75546895,11.39903179,30.194773
Re2F5,2,bottom-up,P2/c,2/m,monoclinic,0.0,False,4.963326,5.547770725202151,25.162240764457366
Ga4Se3,2,bottom-up,Pmn2_1,mm2,orthorhombic,1.2488000000000001,False,3.80838072,11.18759527,30.194773
Tl2Se,2,bottom-up,P3,3,trigonal,1.2866999999999997,False,12.687018630000058,12.687018734421963,23.381968
LaMg5,2,bottom-up,P1,1,triclinic,0.0,False,3.17786763332418,6.609787017425873,25.3528595928763
TlBr,2,bottom-up,Pbcm,mmm,orthorhombic,3.0791999999999997,False,6.49422518,6.541078,23.094001
AlBr3,2,bottom-up,C2/m,2/m,monoclinic,3.9121000000000006,False,6.3708235066223615,6.370822930051206,22.72368249481663
TaI5,2,bottom-up,P-1,-1,triclinic,1.0781,False,7.546418374229787,7.502622455270683,29.934847559012894
Tl2Te5,2,bottom-up,P1,1,triclinic,0.4689000000000001,False,4.41696424757842,8.575625637188578,24.092889409835138
As4I,2,bottom-up,P2/m,2/m,monoclinic,0.0,False,3.69867105,11.27134344716996,33.7890356457803
ZrI,2,bottom-up,C2/m,2/m,monoclinic,0.0,False,3.6889047350828537,3.6950685390044855,25.899122498525948
TiCl4,2,bottom-up,P1,1,triclinic,2.3733000000000004,False,5.958223897025438,7.12066864909153,23.180908913265007
SeI,2,bottom-up,P-1,-1,triclinic,0.6757999999999997,False,7.739966927366893,9.538945891283456,25.149055142623787
RhF4,2,bottom-up,P4/mbm,4/mmm,tetragonal,0.17929999999999957,False,5.575476020047499,5.575474239690609,22.430887564592012
NbF4,2,bottom-up,P2_1/c,2/m,monoclinic,0.42669999999999986,True,5.080278,10.243995552480731,24.49054164499873
AsC,2,bottom-up,C2/m,2/m,monoclinic,1.5154999999999998,False,3.1235000122174594,8.980110896676592,24.954259128906077
AsF3,2,bottom-up,Pmn2_1,mm2,orthorhombic,5.5435,False,5.031564,6.9878,23.123083
Ag2Te,2,bottom-up,Pmma,mmm,orthorhombic,0.40920000000000023,False,4.861663,5.888964,23.070339
NiSe,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,3.718665,3.718664939820876,23.678874
MnI4,2,bottom-up,P2_1/c,2/m,monoclinic,0.0,False,6.409471,7.611522758774226,23.07415354150583
HfI2,2,bottom-up,P2_1/m,2/m,monoclinic,0.6316999999999999,False,3.700204,6.781547274327666,24.412603333181533
AgTe2,2,bottom-up,C2/m,2/m,monoclinic,0.0,False,3.13538,3.7697016235864083,22.95445677462843
TaTe3,2,bottom-up,P2_1/m,2/m,monoclinic,0.0,False,3.72379327,13.452102467198095,27.00956068506653
CaCl2,2,bottom-up,P-4m2,-42m,tetragonal,5.6388,True,4.38394608,4.38394608,22.656191
GaBi,2,bottom-up,P4/nmm,4/mmm,tetragonal,0.0,False,4.34760621,4.34760621,23.942319
As9I2,2,bottom-up,P2_1/m,2/m,monoclinic,0.0,False,3.700882,11.345201446793487,35.052510339859715
Ta2S3,2,bottom-up,C2/m,2/m,monoclinic,0.024399999999999977,True,3.2360550697134314,9.865802929905351,24.97272740015187
AgSe,2,bottom-up,P2/m,2/m,monoclinic,0.7203000000000004,False,3.719967,5.581544750050831,22.59032686206583
TiAg,2,bottom-up,P4/nmm,4/mmm,tetragonal,0.0,False,2.846949,2.846949,24.42588
TaF4,2,bottom-up,P4/mmm,4/mmm,tetragonal,0.0,False,4.112329,4.112329,23.812503
Sr2Hg,2,bottom-up,P4/mmm,4/mmm,tetragonal,0.0,False,3.92158684,3.92158684,23.983674
GaP5,2,bottom-up,Pmc2_1,mm2,orthorhombic,1.095,True,6.48566164,12.0051125,26.806861
ReF3,2,bottom-up,C2/m,2/m,monoclinic,0.0,False,4.640635317638955,4.640635790257838,22.061106250951177
Ca5Sc,2,bottom-up,P1,1,triclinic,0.0,False,3.755661622983913,7.187877541365375,25.352481391233344
Bi2Pt,2,bottom-up,P2_1/m,2/m,monoclinic,0.0,False,3.9618066751639733,6.008167735654625,24.541892789299204
BAs,2,bottom-up,P-6m2,-6m2,hexagonal,0.6511,True,3.385975,3.38597666458409,20.0
GaSe,2,bottom-up,P-3m1,-3m,trigonal,1.6296,False,3.824934,3.824933489782012,24.623155
B2Te3,2,bottom-up,P-62m,-6m2,hexagonal,0.9020999999999999,True,6.454601,6.4546017373190425,20.011829
InCl3,2,bottom-up,C2/m,2/m,monoclinic,3.8467000000000002,False,6.4460876879328675,6.4460870864276725,22.723867144070066
ScBr2,2,bottom-up,P-6m2,-6m2,hexagonal,0.1257999999999999,False,3.6762541900000003,3.676254435059974,23.825805
Ru4S5,2,bottom-up,P4/n,4/m,tetragonal,0.0,False,8.358184651727326,8.343321355037657,22.53527336152665
Mg2Hg,2,bottom-up,P4/mmm,4/mmm,tetragonal,0.0,False,3.29676744,3.29676744,23.983674
InF3,2,bottom-up,Pmc2_1,mm2,orthorhombic,4.1775,False,4.642418,5.575346,22.61305
BP5,2,bottom-up,Pmc2_1,mm2,orthorhombic,0.0,False,6.35136515,11.46455858,26.806861
PtS,2,bottom-up,P3m1,3m,trigonal,0.0,False,3.6721919,3.672191490394721,21.231711
GaTe,2,bottom-up,P-3m1,-3m,trigonal,1.3756,False,4.15172,4.151720009179931,24.623155
CI2,2,bottom-up,P-3m1,-3m,trigonal,1.3467,False,3.778738,3.7787379114527115,23.73272
Y7Cl10,2,bottom-up,P-1,-1,triclinic,0.0,False,3.819452016804732,16.855855202974915,26.852335409656714
AlTe,2,bottom-up,P-1,-1,triclinic,1.8858,False,4.116802919295141,12.107084192464056,25.592963420708926
HfAu,2,bottom-up,P4/nmm,4/mmm,tetragonal,0.0,False,3.20471,3.20471,24.42588
TaF4,2,bottom-up,P2_1/c,2/m,monoclinic,0.38969999999999994,True,4.98621069,10.43531408627547,24.496283149515023
CrCl2,2,bottom-up,P2_1/c,2/m,monoclinic,0.5042,False,3.81165655,6.2558287853052175,21.575579918336643
CrCl2,2,bottom-up,C2/m,2/m,monoclinic,0.6023000000000001,False,3.445452,3.849114209873877,23.244640631697557
VF4,2,bottom-up,P4/mmm,4/mmm,tetragonal,1.9863,False,3.89603,3.89603,23.812503
AuSe2,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,3.772028,3.771626961203348,23.0098718951158
Te4W3,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,4.37310486,4.371032854618212,29.268619390219936
PF3,2,bottom-up,Pmn2_1,mm2,orthorhombic,5.930000000000001,True,4.94899157,7.55385422,23.123083
ZrSi2,2,bottom-up,P4/nmm,4/mmm,tetragonal,0.0,False,3.710187,3.704589,25.781726
CuI,2,bottom-up,P-6m2,-6m2,hexagonal,1.4754,True,4.3724966,4.372496591127676,20.0
VCl4,2,bottom-up,P2_1/c,2/m,monoclinic,0.11459999999999981,False,6.07840273,11.157822824120572,24.485321353322643
AsPb,2,bottom-up,P-1,-1,triclinic,0.4742000000000002,True,4.205433075253462,12.667930872649366,24.9495125937333
InS,2,bottom-up,P-3m1,-3m,trigonal,1.6879,False,3.907998,3.9079970272031934,24.623155
ZrPb2,2,bottom-up,Pmmn,mmm,orthorhombic,0.0,False,4.132868,4.369633,25.781726
SiI2,2,bottom-up,P-3m1,-3m,trigonal,1.6557,False,4.19334162,4.193342018660432,23.73272
CaCu,2,bottom-up,P6/mmm,6/mmm,hexagonal,0.0,False,4.14827405,4.148273888682844,24.159589
BaC2,2,bottom-up,P-3m1,-3m,trigonal,0.4971000000000001,False,4.56194124,4.56194113225615,24.445951
Bi2Pt,2,bottom-up,P4/mmm,4/mmm,tetragonal,0.0,False,3.36816736,3.36816736,23.530469
NbTe2,2,bottom-up,C2/m,2/m,monoclinic,0.0,False,10.88683849,11.195927164572174,24.476925586729156
RuCl4,2,bottom-up,P2_1/c,2/m,monoclinic,0.05510000000000037,False,5.853872112702155,6.251573171455406,23.36855758055317
Bi4Br,2,bottom-up,P2/m,2/m,monoclinic,0.0,False,4.41958353,13.16756433032785,33.723342229775
Sb2Te3,2,bottom-up,P2_1/m,2/m,monoclinic,0.6849000000000001,False,4.29451287,10.741491107042652,26.225039472957945
ReI3,2,bottom-up,P-3m1,-3m,trigonal,0.9912999999999998,False,11.31446958,11.31446876019763,26.856058
TiI3,2,bottom-up,P-1,-1,triclinic,0.7620000000000001,False,7.120447554830438,10.058974014552648,23.53967955496585
MnSe2,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,3.471662,3.4716624456973055,22.641327
RuI4,2,bottom-up,P2_1/c,2/m,monoclinic,0.0,False,6.688845119117473,6.846292641325432,23.360257920530167
VI4,2,bottom-up,P2_1/c,2/m,monoclinic,0.0,False,6.80229401,9.942857382852786,25.818481425378664
Ba2Zn,2,bottom-up,P4/mmm,4/mmm,tetragonal,0.0,False,4.0659796,4.0659796,23.983674
YI3,2,bottom-up,Pmmn,mmm,orthorhombic,1.8297999999999999,False,4.157043,9.9305,24.85506
Sr5Ir,2,bottom-up,Pmc2_1,mm2,orthorhombic,0.0,False,7.326389,8.039939,25.78836
ScGe3,2,bottom-up,P6/mmm,6/mmm,hexagonal,0.0,False,5.484648670000001,5.484648931262823,20.0
BTe,2,bottom-up,C2/m,2/m,monoclinic,1.8321999999999998,False,3.587974260733024,10.24093553144049,25.588658175722994
Mn3Cl8,2,bottom-up,C2/m,2/m,monoclinic,0.0,False,7.119541146409363,7.141930998400683,22.17551984947334
In4S3,2,bottom-up,Pmn2_1,mm2,orthorhombic,1.3835000000000002,False,3.87554207,11.91206177,30.194773
B2Te5,2,bottom-up,P-1,-1,triclinic,0.0018000000000000238,False,3.8179022121352193,7.833789389406572,24.185026087679457
Al2S,2,bottom-up,P3,3,trigonal,0.0,False,9.818384870000003,9.81838470268739,23.56451
TlI,2,bottom-up,P4mm,4mm,tetragonal,1.2168999999999999,True,4.668116,4.668116,22.485034
Re2F7,2,bottom-up,P2/c,2/m,monoclinic,0.2633000000000001,True,5.173648021365769,10.517519321571731,23.69029
BeCl2,2,bottom-up,P-4m2,-42m,tetragonal,5.362900000000001,False,3.3208473,3.3208473,22.656191
NiS,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,3.596183,3.59618289319064,23.678874
BiB,2,bottom-up,P-6m2,-6m2,hexagonal,0.0,False,3.91337254,3.9133737748549198,20.0
SnP,2,bottom-up,C2/m,2/m,monoclinic,1.5374999999999999,False,3.930763,11.899379260011884,24.728488063467612
Sb4I,2,bottom-up,P2/m,2/m,monoclinic,0.0,False,4.246833,12.777964924166328,33.73924136082579
BaAu,2,bottom-up,P6/mmm,6/mmm,hexagonal,0.0,False,4.893662,4.893661472127593,24.159589
GaF,2,bottom-up,Pbcm,mmm,orthorhombic,2.8418000000000005,False,4.7681568,5.27237668,23.094001
RhSe,2,bottom-up,P4/nmm,4/mmm,tetragonal,0.0,False,3.92225,3.92225,22.797818
YSe3,2,bottom-up,P4/nmm,4/mmm,tetragonal,0.0,False,3.93759677,3.93768772,29.216602
Sb2Pd,2,bottom-up,C2/m,2/m,monoclinic,0.0,False,4.486059214585893,4.442401285648675,25.13668617820211
Be2N,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,2.643129,2.643129371694469,23.013137
TaI5,2,bottom-up,P1,1,triclinic,0.34210000000000007,False,7.555623572991443,7.779259539380403,22.367989759238736
TcF3,2,bottom-up,C2/m,2/m,monoclinic,0.08550000000000058,False,4.951416989941019,4.951416981564754,22.079819068337333
PbF2,2,bottom-up,P-3m1,-3m,trigonal,3.4659,False,3.945952,3.945952282225547,23.73272
Ca2Hg,2,bottom-up,P4/mmm,4/mmm,tetragonal,0.0,False,3.70069353,3.70069353,23.983674
MnI3,2,bottom-up,C2/m,2/m,monoclinic,0.0,False,6.888167069318368,6.88816692018537,21.866185057251617
MnTe,2,bottom-up,P4/nmm,4/mmm,tetragonal,0.0,False,4.25071548,4.25071548,23.119205
TiTe5,2,bottom-up,Pmmn,mmm,orthorhombic,0.0,False,3.93159795,13.76916985,25.297553
NF3,2,bottom-up,Pmn2_1,mm2,orthorhombic,6.175199999999999,True,4.781652,7.07478,23.123083
HfF4,2,bottom-up,Pc,m,monoclinic,6.7305,False,5.040402869083511,5.329063453241463,22.910770524713126
TaSe,2,bottom-up,P4/nmm,4/mmm,tetragonal,0.0,False,3.843872,3.843872,23.448734
NbSe,2,bottom-up,P4/nmm,4/mmm,tetragonal,0.0,False,3.86166943,3.86166943,23.448734
B2Se3,2,bottom-up,P-62m,-6m2,hexagonal,1.4484000000000004,True,5.83180207,5.831802100008277,20.011829
Hf3Se2,2,bottom-up,P4/mmm,4/mmm,tetragonal,0.0,False,3.547052,3.547052,26.086724
Be2Hg,2,bottom-up,P4/mmm,4/mmm,tetragonal,0.0,False,2.7664603,2.7664603,23.983674
Al2Se5,2,bottom-up,C2/m,2/m,monoclinic,1.7101,False,3.809296,7.617299581325787,24.101297719786377
OsF4,2,bottom-up,P2_1/c,2/m,monoclinic,0.7343999999999999,False,5.0132949801963775,5.466441055324974,23.379021254306725
Ga2Te5,2,bottom-up,C2/m,2/m,monoclinic,1.1579,False,4.20230477,8.372659273738764,24.100483998670686
Ga3Ir,2,bottom-up,P-6m2,-6m2,hexagonal,0.0,False,4.164892,4.164891760960901,25.130912
Sc2Cl3,2,bottom-up,C2/m,2/m,monoclinic,0.639,False,3.51975586,8.997889170128403,25.497570256261533
ZrF2,2,bottom-up,P2_1/m,2/m,monoclinic,0.7950999999999997,False,2.987463,5.687849411698767,24.41067772972551
TlCl,2,bottom-up,P4/nmm,4/mmm,tetragonal,3.4832,False,4.440234,4.482237,23.633843
CuCl,2,bottom-up,P-3m1,-3m,trigonal,1.3824,True,3.773302,3.7733030298771393,23.814717
AuF2,2,bottom-up,P2_1/c,2/m,monoclinic,0.3493000000000004,False,4.411311,6.201452354502935,21.694285017067557
InS,2,bottom-up,P-1,-1,triclinic,2.0391000000000004,False,3.9398256789490063,5.8790088551275375,23.409799013997254
TaCl3,2,bottom-up,P-31m,-3m,trigonal,0.0,False,5.740199,5.740198248200927,22.719179
B2Te5,2,bottom-up,C2/m,2/m,monoclinic,0.5137999999999998,True,3.81115333,7.792645370258106,24.16132269270259
Sc5F8,2,bottom-up,P2/m,2/m,monoclinic,0.0,False,3.22352588,11.547240562852686,25.19420145461969
MgBr2,2,bottom-up,P-4m2,-42m,tetragonal,4.3051,False,4.02507883,4.02507883,22.656191
LaSn3,2,bottom-up,P6/mmm,6/mmm,hexagonal,0.0,False,6.41262275,6.41262319615539,20.0
SbBr3,2,bottom-up,Pmn2_1,mm2,orthorhombic,2.5927,False,5.921778,8.306389,23.123083
VF2,2,bottom-up,P-3m1,-3m,trigonal,2.8813000000000004,True,3.29271526,3.2927153183799134,22.665532
GaF3,2,bottom-up,Pmc2_1,mm2,orthorhombic,4.5443999999999996,False,4.464709,5.046526,22.61305
BaCl2,2,bottom-up,P-4m2,-42m,tetragonal,5.2257,True,5.101717,5.101717,22.656191
NiTe,2,bottom-up,P3m1,3m,trigonal,0.0,False,3.74863514,3.748634689009455,21.231711
NiI2,2,bottom-up,P2_1/c,2/m,monoclinic,0.6827999999999999,False,6.72797019732289,7.995592,26.14792496974506
YSn3,2,bottom-up,P6/mmm,6/mmm,hexagonal,0.0,False,6.23678825,6.236788658518987,20.0
Sb9I2,2,bottom-up,P2_1/m,2/m,monoclinic,0.0,False,4.24791415,12.767252764164509,34.958708549668536
CuSe,2,bottom-up,P2/m,2/m,monoclinic,0.3567,False,3.479846,4.9692344422480215,22.600363639092226
ZrBr2,2,bottom-up,P2_1/m,2/m,monoclinic,0.6600999999999999,False,3.49579371,6.47201134444886,24.41178824153838
TeCl,2,bottom-up,P-1,-1,triclinic,0.7657,False,7.639545127541084,8.93574908484294,25.167813803343957
Nb2Se,2,bottom-up,P4/nmm,4/mmm,tetragonal,0.0,False,3.41302996,3.41302996,27.221538
FePb2,2,bottom-up,P4/mmm,4/mmm,tetragonal,0.0,False,3.247707,3.247707,22.803662
CuTe2,2,bottom-up,C2/m,2/m,monoclinic,0.0,False,3.09896,3.889525994335557,23.075398667394612
TcSe,2,bottom-up,P4/nmm,4/mmm,tetragonal,0.0,False,3.84397414,3.84397414,23.119205
ReS2,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,3.119625,3.1196248167439946,22.641327
CuS,2,bottom-up,Pmmn,mmm,orthorhombic,0.0,False,2.76084752,3.84489524,23.889425
SiN,2,bottom-up,C2/m,2/m,monoclinic,1.4806000000000001,False,2.95803476,8.943449097114337,24.72221226710266
BiI4,2,bottom-up,P2/c,2/m,monoclinic,0.0,False,7.39336635418264,7.8099219861147375,22.677302425430504
Y5Cl8,2,bottom-up,P2/m,2/m,monoclinic,0.0,False,3.80988681,14.326464593490563,25.194129670143898
TeCl,2,bottom-up,C2/m,2/m,monoclinic,1.3549000000000002,False,4.036071106954815,8.772803246883642,25.888832246335067
AlSe,2,bottom-up,C2/m,2/m,monoclinic,1.6048,False,3.783414870784985,5.3693230627376884,23.439415375227238
NiF2,2,bottom-up,P-3m1,-3m,trigonal,5.1807,False,3.068826530000001,3.068826765315314,22.613573
NbI4,2,bottom-up,P4/mmm,4/mmm,tetragonal,0.0,False,5.654483,5.654483,23.812503
PPb,2,bottom-up,C2/m,2/m,monoclinic,0.8800999999999999,False,4.077605,12.391092585303808,24.724936941957893
ZrF4,2,bottom-up,P4/nbm,4/mmm,tetragonal,5.271100000000001,True,5.032986835314156,5.03856770839206,22.922473314707176
FeGe2,2,bottom-up,P4/mmm,4/mmm,tetragonal,0.0,False,2.75814236,2.75814236,22.803662
CuCl,2,bottom-up,Pmma,mmm,orthorhombic,0.6148999999999998,False,3.4371,3.348457,23.042555
Sr5Sc,2,bottom-up,P1,1,triclinic,0.0,False,4.160884652039996,7.436187644930163,25.336409068721892
SiF3,2,bottom-up,P1,1,triclinic,3.8875999999999995,False,4.543331317625574,7.212023618338894,24.133045470129748
BF3,2,bottom-up,Pmc2_1,mm2,orthorhombic,8.5829,False,4.280941,5.889031,22.61305
TaF4,2,bottom-up,P2_1/c,2/m,monoclinic,0.1532,True,4.84518606,7.8626611562162605,25.831534138718432
Mn2Cl7,2,bottom-up,P2/c,2/m,monoclinic,0.07540000000000013,True,5.916979026077242,11.906378510426467,23.69029
TcF4,2,bottom-up,P2_1/c,2/m,monoclinic,0.045700000000000074,False,4.95521688,5.669626440875194,23.11282502133043
Sr2Rh,2,bottom-up,P4/mmm,4/mmm,tetragonal,0.0,False,3.7155946,3.7155946,22.883476
ZrSn2,2,bottom-up,P4/nmm,4/mmm,tetragonal,0.0,False,4.116967,4.120589,25.781726
CoS,2,bottom-up,P4/nmm,4/mmm,tetragonal,0.0,False,3.622241,3.622241,22.797818
IrSe,2,bottom-up,P4/nmm,4/mmm,tetragonal,0.0,False,3.955422,3.955422,22.797818
TaS3,2,bottom-up,P-1,-1,triclinic,0.29400000000000004,False,5.002260638481697,6.754587256486948,26.33332657952729
MnCl3,2,bottom-up,P-3m1,-3m,trigonal,0.7225000000000001,True,11.50438322,11.504382342377298,26.856058
TlBr3,2,bottom-up,Pmc2_1,mm2,orthorhombic,0.7869000000000002,True,6.227744,7.65052,22.61305
Bi2Pd,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,7.20079002,7.20079089818239,22.860006
SnTe,2,bottom-up,Pmmn,mmm,orthorhombic,1.2071999999999998,False,4.151577,6.541209,22.225044
TiBr4,2,bottom-up,P1,1,triclinic,1.7060999999999997,False,6.31396806473932,7.584922077150496,23.239916689511045
ScI3,2,bottom-up,Pmmn,mmm,orthorhombic,1.4503,False,3.80796939,11.52742057,24.85506
AuI,2,bottom-up,P-3m1,-3m,trigonal,1.0557000000000003,True,4.367301,4.36730072001574,23.814717
Mn2Br5,2,bottom-up,P2/c,2/m,monoclinic,0.0,False,6.13131808,6.817179029197486,26.427169602275132
MnCl4,2,bottom-up,P2_1/c,2/m,monoclinic,0.0,False,5.55438632,6.536462224192591,23.109164057238104
InTe,2,bottom-up,C2/m,2/m,monoclinic,1.2225,False,4.334286636916213,6.096416485388399,23.40581993972576
TcS2,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,3.07213,3.0721303258608677,22.641327
ScPb3,2,bottom-up,P6/mmm,6/mmm,hexagonal,0.0,False,6.28967232,6.289672737685641,20.0
TaS2,2,bottom-up,C2/m,2/m,monoclinic,0.0,False,10.17168989,10.177241510955469,24.47931076854083
GeF3,2,bottom-up,P1,1,triclinic,3.5279000000000003,False,3.861931879085518,6.381316274271163,24.055955983050683
Y2Br3,2,bottom-up,C2/m,2/m,monoclinic,0.7031999999999999,False,3.883576,9.918188413841916,25.497172555996126
VSe3,2,bottom-up,P2_1/m,2/m,monoclinic,0.0,False,3.34126758,12.045648088130859,27.01269017472109
BP,2,bottom-up,P-6m2,-6m2,hexagonal,0.8654000000000002,True,3.208368,3.208368699151798,20.0
Ga2S,2,bottom-up,P3,3,trigonal,1.0242999999999998,True,10.89117147000001,10.89117153329506,23.381968
Nb2S3,2,bottom-up,P2_1/m,2/m,monoclinic,0.0,False,3.36624317,9.610601479364389,23.99885105855494
